14/100 - 0/569 |  Loss train-val = 2.2887 - 2.2035 | Acc train - val = 0.2841 - 0.3348
14/100 - 200/569 |  Loss train-val = 1.3655 - 2.0097 | Acc train - val = 0.4681 - 0.3462
14/100 - 400/569 |  Loss train-val = 2.8495 - 2.0935 | Acc train - val = 0.2645 - 0.3429
15/100 - 0/569 |  Loss train-val = 1.3491 - 2.2145 | Acc train - val = 0.4565 - 0.3234
15/100 - 200/569 |  Loss train-val = 1.8194 - 2.0934 | Acc train - val = 0.3345 - 0.3454
15/100 - 400/569 |  Loss train-val = 2.6738 - 2.2812 | Acc train - val = 0.2949 - 0.3264
16/100 - 0/569 |  Loss train-val = 2.6869 - 2.2080 | Acc train - val = 0.2674 - 0.3326
16/100 - 200/569 |  Loss train-val = 2.0118 - 2.0752 | Acc train - val = 0.4412 - 0.3493
16/100 - 400/569 |  Loss train-val = 1.3424 - 2.0366 | Acc train - val = 0.3970 - 0.3489
17/100 - 0/569 |  Loss train-val = 1.6487 - 2.1972 | Acc train - val = 0.3825 - 0.3342
17/100 - 200/569 |  Loss train-val = 2.0304 - 2.0236 | Acc train - val = 0.3478 - 0.3492
17/100 - 400/569 |  Loss train-val = 2.6851 - 2.1863 | Acc train - val = 0.2662 - 0.3349
18/100 - 0/569 |  Loss train-val = 1.6096 - 1.9574 | Acc train - val = 0.3848 - 0.3591
18/100 - 200/569 |  Loss train-val = 2.2218 - 2.0382 | Acc train - val = 0.3323 - 0.3469
18/100 - 400/569 |  Loss train-val = 2.8348 - 2.0042 | Acc train - val = 0.3207 - 0.3512
19/100 - 0/569 |  Loss train-val = 2.1188 - 2.1215 | Acc train - val = 0.3244 - 0.3369
19/100 - 200/569 |  Loss train-val = 2.3352 - 2.1731 | Acc train - val = 0.3187 - 0.3335
19/100 - 400/569 |  Loss train-val = 2.5538 - 2.0373 | Acc train - val = 0.2906 - 0.3514
20/100 - 0/569 |  Loss train-val = 1.6288 - 2.1813 | Acc train - val = 0.3415 - 0.3368
20/100 - 200/569 |  Loss train-val = 1.6206 - 2.0858 | Acc train - val = 0.4190 - 0.3442
20/100 - 400/569 |  Loss train-val = 1.9182 - 2.0004 | Acc train - val = 0.3477 - 0.3437
21/100 - 0/569 |  Loss train-val = 1.9733 - 2.0340 | Acc train - val = 0.3672 - 0.3488
21/100 - 200/569 |  Loss train-val = 1.7379 - 2.0005 | Acc train - val = 0.4004 - 0.3502
21/100 - 400/569 |  Loss train-val = 1.4767 - 2.0695 | Acc train - val = 0.4574 - 0.3435
0/100 - 0/569 |  Loss train-val = 2.0684 - 2.0681 | Acc train - val = 0.2352 - 0.3460
0/100 - 200/569 |  Loss train-val = 2.2331 - 2.0751 | Acc train - val = 0.3183 - 0.3458
0/100 - 400/569 |  Loss train-val = 2.9536 - 2.2465 | Acc train - val = 0.2439 - 0.3281
1/100 - 0/569 |  Loss train-val = 2.3220 - 2.0399 | Acc train - val = 0.2403 - 0.3490
1/100 - 200/569 |  Loss train-val = 1.5434 - 2.2081 | Acc train - val = 0.3454 - 0.3305
1/100 - 400/569 |  Loss train-val = 1.0219 - 2.0043 | Acc train - val = 0.5014 - 0.3488
2/100 - 0/569 |  Loss train-val = 2.0955 - 2.0983 | Acc train - val = 0.3542 - 0.3410
2/100 - 200/569 |  Loss train-val = 0.5882 - 2.1008 | Acc train - val = 0.6027 - 0.3453
2/100 - 400/569 |  Loss train-val = 1.8544 - 2.0731 | Acc train - val = 0.3880 - 0.3442
3/100 - 0/569 |  Loss train-val = 1.7681 - 2.1339 | Acc train - val = 0.3880 - 0.3384
3/100 - 200/569 |  Loss train-val = 2.9422 - 1.9763 | Acc train - val = 0.2464 - 0.3575
3/100 - 400/569 |  Loss train-val = 1.3026 - 2.1076 | Acc train - val = 0.3364 - 0.3486
4/100 - 0/569 |  Loss train-val = 2.1847 - 2.0948 | Acc train - val = 0.3235 - 0.3440
4/100 - 200/569 |  Loss train-val = 2.3124 - 2.1540 | Acc train - val = 0.3027 - 0.3376
4/100 - 400/569 |  Loss train-val = 2.0023 - 2.0047 | Acc train - val = 0.3542 - 0.3509
5/100 - 0/569 |  Loss train-val = 2.9732 - 2.0254 | Acc train - val = 0.2756 - 0.3496
5/100 - 200/569 |  Loss train-val = 2.9416 - 2.1364 | Acc train - val = 0.2604 - 0.3435
